
ID:,DF674856DB9C3826
Unit of Measure: Temperature: Celsius; Humidity: %RH; Pressure: mbar
Date Format: MM/DD/YYYY
Recorded Data:
CH1 (%),CH2 (C),CH3 (mb),Time,Date
+45.6,+21.0,00995,20:53,06/13/2023
+47.6,+20.9,00995,19:53,06/13/2023
+46.9,+21.1,00994,18:53,06/13/2023
+47.8,+21.4,00994,17:53,06/13/2023
+49.0,+21.7,00995,16:53,06/13/2023
+48.7,+21.6,00995,15:53,06/13/2023
+47.6,+21.7,00995,14:53,06/13/2023
+48.9,+21.6,00995,13:53,06/13/2023
+50.0,+21.4,00995,12:53,06/13/2023
+50.3,+21.2,00995,11:53,06/13/2023
+48.4,+20.8,00995,10:53,06/13/2023
+49.8,+20.8,00994,09:53,06/13/2023
+48.7,+20.8,00994,08:53,06/13/2023
+47.5,+20.8,00994,07:53,06/13/2023
+47.9,+20.8,00993,06:53,06/13/2023
+46.3,+20.9,00993,05:53,06/13/2023
+46.9,+21.0,00993,04:53,06/13/2023
+46.9,+20.9,00993,03:53,06/13/2023
+46.2,+21.0,00993,02:53,06/13/2023
+46.1,+21.1,00993,01:53,06/13/2023
+46.2,+21.0,00994,00:53,06/13/2023
+45.4,+21.1,00995,23:53,06/12/2023
+46.1,+21.2,00995,22:53,06/12/2023
+46.5,+21.2,00995,21:53,06/12/2023
+45.3,+21.2,00995,20:53,06/12/2023
+45.2,+21.4,00995,19:53,06/12/2023
+45.3,+21.6,00995,18:53,06/12/2023
+45.0,+21.9,00995,17:53,06/12/2023
+44.9,+21.8,00995,16:53,06/12/2023
+43.9,+21.8,00996,15:53,06/12/2023
+44.1,+21.8,00997,14:53,06/12/2023
+44.7,+21.7,00997,13:53,06/12/2023
+44.2,+21.6,00998,12:53,06/12/2023
+43.7,+21.6,00999,11:53,06/12/2023
+43.9,+21.5,00999,10:53,06/12/2023
+41.8,+21.4,00999,09:53,06/12/2023
+40.8,+21.1,01000,08:53,06/12/2023
+40.8,+20.8,01000,07:53,06/12/2023
+40.6,+20.8,01000,06:53,06/12/2023
+40.5,+20.9,01000,05:53,06/12/2023
+40.5,+21.0,01000,04:53,06/12/2023
+40.7,+21.1,01001,03:53,06/12/2023
+40.8,+21.1,01001,02:53,06/12/2023
+40.9,+21.1,01001,01:53,06/12/2023
+41.2,+21.1,01001,00:53,06/12/2023
+41.6,+21.1,01002,23:53,06/11/2023
+42.2,+21.1,01001,22:53,06/11/2023
+42.9,+21.1,01001,21:53,06/11/2023
+44.3,+21.1,01001,20:53,06/11/2023
+45.3,+21.1,01001,19:53,06/11/2023
+44.7,+21.1,01000,18:53,06/11/2023
+43.4,+21.2,01000,17:53,06/11/2023
+43.8,+21.2,01000,16:53,06/11/2023
+43.2,+21.2,01000,15:53,06/11/2023
+40.9,+21.4,01000,14:53,06/11/2023
+40.4,+21.3,01000,13:53,06/11/2023
+40.5,+21.6,01001,12:53,06/11/2023
+40.4,+21.8,01001,11:53,06/11/2023
+42.9,+22.1,01002,10:53,06/11/2023
+41.0,+22.0,01002,09:53,06/11/2023
+39.8,+22.3,01002,08:53,06/11/2023
+41.3,+22.7,01001,07:53,06/11/2023
+41.1,+22.9,01001,06:53,06/11/2023
+41.3,+22.8,01001,05:53,06/11/2023
+40.5,+22.8,01000,04:53,06/11/2023
+40.6,+22.8,00999,03:53,06/11/2023
+40.6,+22.8,00999,02:53,06/11/2023
+40.9,+22.6,00999,01:53,06/11/2023
+41.2,+22.5,00999,00:53,06/11/2023
+40.8,+22.6,00999,23:53,06/10/2023
+41.4,+22.4,00999,22:53,06/10/2023
+42.0,+22.3,00999,21:53,06/10/2023
+41.5,+22.0,00998,20:53,06/10/2023
+39.9,+21.5,00998,19:53,06/10/2023
+40.2,+21.7,00997,18:53,06/10/2023
+40.3,+22.0,00997,17:53,06/10/2023
+41.6,+22.6,00997,16:53,06/10/2023
+43.1,+22.6,00997,15:53,06/10/2023
+42.0,+22.7,00997,14:53,06/10/2023
+42.6,+22.7,00997,13:53,06/10/2023
+42.9,+22.8,00997,12:53,06/10/2023
+43.2,+22.9,00998,11:53,06/10/2023
+43.5,+22.9,00998,10:53,06/10/2023
+43.9,+22.9,00998,09:53,06/10/2023
+43.4,+22.9,00998,08:53,06/10/2023
+43.1,+22.9,00998,07:53,06/10/2023
+42.3,+22.9,00997,06:53,06/10/2023
+42.3,+23.1,00997,05:53,06/10/2023
+42.3,+23.0,00997,04:53,06/10/2023
+42.4,+23.1,00996,03:53,06/10/2023
+41.8,+23.0,00997,02:53,06/10/2023
+41.9,+22.9,00997,01:53,06/10/2023
+42.3,+22.9,00997,00:53,06/10/2023
+42.1,+22.9,00997,23:53,06/09/2023
+42.0,+22.8,00997,22:53,06/09/2023
+41.4,+22.9,00997,21:53,06/09/2023
+41.5,+22.9,00997,20:53,06/09/2023
+41.6,+22.8,00997,19:53,06/09/2023
+41.7,+22.9,00997,18:53,06/09/2023
+41.9,+23.2,00996,17:53,06/09/2023
+40.6,+23.3,00996,16:53,06/09/2023
+40.9,+23.4,00996,15:53,06/09/2023
+41.3,+23.4,00997,14:53,06/09/2023
+40.4,+23.4,00997,13:53,06/09/2023
+41.2,+23.5,00997,12:53,06/09/2023
+41.2,+23.5,00998,11:53,06/09/2023
+41.6,+23.5,00998,10:53,06/09/2023
+41.5,+23.4,00998,09:53,06/09/2023
+41.5,+23.2,00998,08:53,06/09/2023
+41.5,+23.3,00998,07:53,06/09/2023
+40.6,+23.2,00998,06:53,06/09/2023
+40.7,+23.3,00998,05:53,06/09/2023
+41.1,+23.3,00998,04:53,06/09/2023
+41.2,+23.4,00998,03:53,06/09/2023
+41.3,+23.3,00998,02:53,06/09/2023
+41.2,+23.3,00998,01:53,06/09/2023
+40.4,+23.3,00998,00:53,06/09/2023
+41.1,+23.2,00998,23:53,06/08/2023
+40.5,+23.1,00998,22:53,06/08/2023
+40.8,+23.1,00998,21:53,06/08/2023
+41.1,+23.1,00997,20:53,06/08/2023
+42.0,+22.8,00997,19:53,06/08/2023
+40.4,+22.7,00997,18:53,06/08/2023
+41.9,+22.9,00996,17:53,06/08/2023
+40.5,+22.9,00996,16:53,06/08/2023
+40.4,+22.8,00996,15:53,06/08/2023
+41.9,+22.8,00997,14:53,06/08/2023
+40.8,+22.6,00997,13:53,06/08/2023
+43.0,+22.9,00997,12:53,06/08/2023
+44.0,+22.9,00997,11:53,06/08/2023
+41.8,+23.0,00997,10:53,06/08/2023
+42.1,+22.9,00997,09:53,06/08/2023
+40.7,+22.9,00997,08:53,06/08/2023
+40.3,+22.7,00997,07:53,06/08/2023
+41.4,+22.8,00996,06:53,06/08/2023
+41.4,+22.7,00996,05:53,06/08/2023
+40.5,+22.8,00995,04:53,06/08/2023
+41.4,+22.8,00995,03:53,06/08/2023
+41.3,+22.8,00995,02:53,06/08/2023
+40.3,+22.8,00995,01:53,06/08/2023
+40.4,+22.8,00995,00:53,06/08/2023
+41.0,+22.8,00995,23:53,06/07/2023
+40.2,+22.7,00995,22:53,06/07/2023
+40.4,+22.7,00995,21:53,06/07/2023
+39.7,+22.6,00995,20:53,06/07/2023
+39.9,+22.6,00994,19:53,06/07/2023
+39.8,+22.4,00994,18:53,06/07/2023
+39.2,+22.2,00993,17:53,06/07/2023
+40.9,+22.4,00993,16:53,06/07/2023
+40.7,+22.2,00993,15:53,06/07/2023
+40.3,+22.1,00992,14:53,06/07/2023
+40.1,+22.2,00992,13:53,06/07/2023
+39.2,+22.3,00992,12:53,06/07/2023
+41.4,+22.4,00992,11:53,06/07/2023
+40.4,+22.2,00992,10:53,06/07/2023
+41.5,+22.0,00992,09:53,06/07/2023
+40.8,+22.1,00992,08:53,06/07/2023
+40.9,+22.1,00992,07:53,06/07/2023
+40.6,+22.0,00992,06:53,06/07/2023
+39.8,+22.0,00992,05:53,06/07/2023
+40.7,+22.0,00992,04:53,06/07/2023
+40.4,+22.0,00992,03:53,06/07/2023
+39.9,+22.0,00993,02:53,06/07/2023
+40.5,+21.8,00993,01:53,06/07/2023
+40.3,+21.9,00993,00:53,06/07/2023
+40.2,+21.9,00994,23:53,06/06/2023
+40.5,+21.8,00994,22:53,06/06/2023
+40.2,+21.9,00994,21:53,06/06/2023
+40.9,+21.8,00994,20:53,06/06/2023
+41.1,+21.7,00994,19:53,06/06/2023
+40.6,+21.6,00994,18:53,06/06/2023
+38.0,+22.0,00993,17:53,06/06/2023
+38.1,+22.1,00993,16:53,06/06/2023
+38.7,+22.1,00993,15:53,06/06/2023
+38.0,+22.0,00994,14:53,06/06/2023
+38.1,+22.0,00994,13:53,06/06/2023
+37.7,+22.0,00995,12:53,06/06/2023
+38.0,+22.1,00996,11:53,06/06/2023
+38.3,+22.1,00996,10:53,06/06/2023
+38.2,+22.0,00996,09:53,06/06/2023
+38.5,+21.9,00997,08:53,06/06/2023
+38.8,+21.8,00997,07:53,06/06/2023
+39.4,+21.9,00997,06:53,06/06/2023
+39.4,+22.0,00997,05:53,06/06/2023
+39.6,+21.8,00996,04:53,06/06/2023
+39.6,+21.8,00996,03:53,06/06/2023
+39.3,+21.9,00997,02:53,06/06/2023
+39.1,+21.8,00997,01:53,06/06/2023
+39.6,+21.8,00997,00:53,06/06/2023
+39.2,+21.6,00998,23:53,06/05/2023
+39.8,+21.7,00998,22:53,06/05/2023
+39.6,+21.6,00999,21:53,06/05/2023
+40.0,+21.6,00999,20:53,06/05/2023
+40.1,+21.8,00999,19:53,06/05/2023
+37.2,+21.7,00999,18:53,06/05/2023
+36.9,+22.2,01000,17:53,06/05/2023
+37.3,+22.2,01000,16:53,06/05/2023
+37.1,+22.5,01001,15:53,06/05/2023
